STATE/UT,Year,CAUSE,Total Male,Total Female,Total
MIZORAM,2004,Total Self-employed,17,3,20
MIZORAM,2005,House Wife,0,3,3
MIZORAM,2005,Service (Government),4,0,4
MIZORAM,2005,Service (Private),1,0,1
MIZORAM,2005,Public Sector Undertaking,0,0,0
MIZORAM,2005,Student,0,0,0
MIZORAM,2005,Unemployed,13,2,15
MIZORAM,2005,Self-employed (Business activity),0,0,0
MIZORAM,2005,Professional Activity,0,0,0
MIZORAM,2005,Farming/Agriculture Activity,0,0,0
MIZORAM,2005,Others (Please Specify),3,1,4
MIZORAM,2005,Retired Person,0,0,0
MIZORAM,2005,Others (Please Specify),26,2,28
MIZORAM,2005,Total,47,8,55
MIZORAM,2005,Total Salaried,5,0,5
MIZORAM,2005,Total Self-employed,3,1,4
MIZORAM,2006,House Wife,0,4,4
MIZORAM,2006,Service (Government),5,0,5
MIZORAM,2006,Service (Private),3,0,3
MIZORAM,2006,Public Sector Undertaking,3,0,3
MIZORAM,2006,Student,4,0,4
MIZORAM,2006,Unemployed,6,0,6
MIZORAM,2006,Self-employed (Business activity),0,0,0
MIZORAM,2006,Professional Activity,0,0,0
MIZORAM,2006,Farming/Agriculture Activity,1,0,1
MIZORAM,2006,Others (Please Specify),5,0,5
MIZORAM,2006,Retired Person,0,0,0
MIZORAM,2006,Others (Please Specify),33,6,39
MIZORAM,2006,Total,60,10,70
MIZORAM,2006,Total Salaried,11,0,11
MIZORAM,2006,Total Self-employed,6,0,6
MIZORAM,2007,House Wife,0,3,3
MIZORAM,2007,Service (Government),0,0,0
MIZORAM,2007,Service (Private),0,0,0
MIZORAM,2007,Public Sector Undertaking,0,0,0
MIZORAM,2007,Student,0,0,0
MIZORAM,2007,Unemployed,0,0,0
MIZORAM,2007,Self-employed (Business activity),0,0,0
MIZORAM,2007,Professional Activity,0,0,0
MIZORAM,2007,Farming/Agriculture Activity,0,0,0
MIZORAM,2007,Others (Please Specify),0,0,0
MIZORAM,2007,Retired Person,0,0,0
MIZORAM,2007,Others (Please Specify),22,3,25
MIZORAM,2007,Total,22,6,28
MIZORAM,2007,Total Salaried,0,0,0
MIZORAM,2007,Total Self-employed,0,0,0
MIZORAM,2008,House Wife,0,0,0
MIZORAM,2008,Service (Government),0,0,0
MIZORAM,2008,Service (Private),0,0,0
MIZORAM,2008,Public Sector Undertaking,0,0,0
MIZORAM,2008,Student,3,2,5
MIZORAM,2008,Unemployed,0,0,0
MIZORAM,2008,Self-employed (Business activity),3,0,3
MIZORAM,2008,Professional Activity,0,0,0
MIZORAM,2008,Farming/Agriculture Activity,0,0,0
MIZORAM,2008,Others (Please Specify),1,1,2
MIZORAM,2008,Retired Person,0,0,0
MIZORAM,2008,Others (Please Specify),28,3,31
MIZORAM,2008,Total,35,6,41
MIZORAM,2008,Total Salaried,0,0,0
MIZORAM,2008,Total Self-employed,4,1,5
MIZORAM,2009,House Wife,0,1,1
MIZORAM,2009,Service (Government),1,0,1
MIZORAM,2009,Service (Private),2,0,2
MIZORAM,2009,Public Sector Undertaking,0,0,0
MIZORAM,2009,Student,1,0,1
MIZORAM,2009,Unemployed,6,0,6
MIZORAM,2009,Self-employed (Business activity),0,0,0
MIZORAM,2009,Professional Activity,0,0,0
MIZORAM,2009,Farming/Agriculture Activity,33,5,38
MIZORAM,2009,Others (Please Specify),12,1,13
MIZORAM,2009,Retired Person,1,0,1
MIZORAM,2009,Others (Please Specify),6,0,6
MIZORAM,2009,Total,62,7,69
MIZORAM,2009,Total Salaried,3,0,3
MIZORAM,2009,Total Self-employed,45,6,51
MIZORAM,2010,House Wife,0,0,0
MIZORAM,2010,Service (Government),23,4,27
MIZORAM,2010,Service (Private),2,1,3
MIZORAM,2010,Public Sector Undertaking,0,0,0
MIZORAM,2010,Student,2,0,2
MIZORAM,2010,Unemployed,19,2,21
MIZORAM,2010,Self-employed (Business activity),0,0,0
MIZORAM,2010,Professional Activity,0,0,0
MIZORAM,2010,Farming/Agriculture Activity,5,0,5
MIZORAM,2010,Others (Please Specify),0,0,0
MIZORAM,2010,Retired Person,0,0,0
MIZORAM,2010,Others (Please Specify),16,2,18
MIZORAM,2010,Total,67,9,76
MIZORAM,2010,Total Salaried,25,5,30
MIZORAM,2010,Total Self-employed,5,0,5
MIZORAM,2011,House Wife,0,6,6
MIZORAM,2011,Service (Government),4,0,4
MIZORAM,2011,Service (Private),3,0,3
MIZORAM,2011,Public Sector Undertaking,0,1,1
MIZORAM,2011,Student,12,1,13
MIZORAM,2011,Unemployed,26,1,27
MIZORAM,2011,Self-employed (Business activity),0,0,0
MIZORAM,2011,Professional Activity,0,0,0
MIZORAM,2011,Farming/Agriculture Activity,13,1,14
MIZORAM,2011,Others (Please Specify),10,3,13
MIZORAM,2011,Retired Person,1,0,1
MIZORAM,2011,Others (Please Specify),8,0,8
MIZORAM,2011,Total,77,13,90
MIZORAM,2011,Total Salaried,7,1,8
MIZORAM,2011,Total Self-employed,23,4,27
MIZORAM,2012,House Wife,0,1,1
MIZORAM,2012,Service (Government),2,0,2
MIZORAM,2012,Service (Private),16,4,20
MIZORAM,2012,Public Sector Undertaking,0,0,0
MIZORAM,2012,Student,6,1,7
MIZORAM,2012,Unemployed,63,3,66
MIZORAM,2012,Self-employed (Business activity),39,0,39
MIZORAM,2012,Professional Activity,0,0,0
MIZORAM,2012,Farming/Agriculture Activity,9,1,10
MIZORAM,2012,Others (Please Specify),8,2,10
MIZORAM,2012,Retired Person,2,2,4
MIZORAM,2012,Others (Please Specify),12,2,14
MIZORAM,2012,Total,157,16,173
MIZORAM,2012,Total Salaried,18,4,22
MIZORAM,2012,Total Self-employed,56,3,59
NAGALAND,2001,House Wife,0,6,6
NAGALAND,2001,Service (Government),5,1,6
NAGALAND,2001,Service (Private),4,1,5
NAGALAND,2001,Public Sector Undertaking,0,0,0
NAGALAND,2001,Student,0,1,1
NAGALAND,2001,Unemployed,13,6,19
NAGALAND,2001,Self-employed (Business activity),2,0,2
NAGALAND,2001,Professional Activity,0,0,0
NAGALAND,2001,Farming/Agriculture Activity,0,0,0
NAGALAND,2001,Others (Please Specify),0,0,0
NAGALAND,2001,Retired Person,0,0,0
NAGALAND,2001,Others (Please Specify),1,0,1
NAGALAND,2001,Total,25,15,40
NAGALAND,2001,Total Salaried,9,2,11
NAGALAND,2001,Total Self-employed,2,0,2
NAGALAND,2002,House Wife,0,3,3
NAGALAND,2002,Service (Government),10,0,10
NAGALAND,2002,Service (Private),1,0,1
NAGALAND,2002,Public Sector Undertaking,0,0,0
NAGALAND,2002,Student,1,3,4
NAGALAND,2002,Unemployed,3,1,4
NAGALAND,2002,Self-employed (Business activity),1,0,1
NAGALAND,2002,Professional Activity,0,0,0
NAGALAND,2002,Farming/Agriculture Activity,0,0,0
NAGALAND,2002,Others (Please Specify),3,1,4
NAGALAND,2002,Retired Person,0,0,0
NAGALAND,2002,Others (Please Specify),0,0,0
NAGALAND,2002,Total,19,8,27
NAGALAND,2002,Total Salaried,11,0,11
NAGALAND,2002,Total Self-employed,4,1,5
NAGALAND,2003,House Wife,0,4,4
NAGALAND,2003,Service (Government),7,0,7
NAGALAND,2003,Service (Private),0,0,0
NAGALAND,2003,Public Sector Undertaking,0,0,0
NAGALAND,2003,Student,1,1,2
NAGALAND,2003,Unemployed,4,0,4
NAGALAND,2003,Self-employed (Business activity),1,0,1
NAGALAND,2003,Professional Activity,0,0,0
NAGALAND,2003,Farming/Agriculture Activity,0,0,0
NAGALAND,2003,Others (Please Specify),1,0,1
NAGALAND,2003,Retired Person,0,0,0
NAGALAND,2003,Others (Please Specify),3,0,3
NAGALAND,2003,Total,17,5,22
NAGALAND,2003,Total Salaried,7,0,7
NAGALAND,2003,Total Self-employed,2,0,2
NAGALAND,2004,House Wife,0,0,0
NAGALAND,2004,Service (Government),6,0,6
NAGALAND,2004,Service (Private),0,0,0
NAGALAND,2004,Public Sector Undertaking,2,0,2
NAGALAND,2004,Student,1,0,1
NAGALAND,2004,Unemployed,5,0,5
NAGALAND,2004,Self-employed (Business activity),0,0,0
NAGALAND,2004,Professional Activity,0,0,0
NAGALAND,2004,Farming/Agriculture Activity,0,0,0
NAGALAND,2004,Others (Please Specify),11,6,17
NAGALAND,2004,Retired Person,0,0,0
NAGALAND,2004,Others (Please Specify),0,0,0
NAGALAND,2004,Total,25,6,31
NAGALAND,2004,Total Salaried,8,0,8
NAGALAND,2004,Total Self-employed,11,6,17
NAGALAND,2005,House Wife,0,1,1
NAGALAND,2005,Service (Government),9,1,10
NAGALAND,2005,Service (Private),0,0,0
NAGALAND,2005,Public Sector Undertaking,0,0,0
NAGALAND,2005,Student,3,2,5
NAGALAND,2005,Unemployed,1,0,1
NAGALAND,2005,Self-employed (Business activity),1,0,1
NAGALAND,2005,Professional Activity,1,0,1
NAGALAND,2005,Farming/Agriculture Activity,0,0,0
NAGALAND,2005,Others (Please Specify),6,2,8
NAGALAND,2005,Retired Person,0,0,0
NAGALAND,2005,Others (Please Specify),0,0,0
NAGALAND,2005,Total,21,6,27
NAGALAND,2005,Total Salaried,9,1,10
NAGALAND,2005,Total Self-employed,8,2,10
NAGALAND,2006,House Wife,0,5,5
NAGALAND,2006,Service (Government),5,0,5
NAGALAND,2006,Service (Private),0,0,0
NAGALAND,2006,Public Sector Undertaking,0,0,0
NAGALAND,2006,Student,2,0,2
NAGALAND,2006,Unemployed,7,0,7
NAGALAND,2006,Self-employed (Business activity),1,0,1
NAGALAND,2006,Professional Activity,0,0,0
NAGALAND,2006,Farming/Agriculture Activity,1,1,2
NAGALAND,2006,Others (Please Specify),3,2,5
NAGALAND,2006,Retired Person,0,0,0
NAGALAND,2006,Others (Please Specify),0,1,1
NAGALAND,2006,Total,19,9,28
NAGALAND,2006,Total Salaried,5,0,5
NAGALAND,2006,Total Self-employed,5,3,8
NAGALAND,2007,House Wife,0,5,5
NAGALAND,2007,Service (Government),5,0,5
NAGALAND,2007,Service (Private),0,0,0
NAGALAND,2007,Public Sector Undertaking,0,0,0
NAGALAND,2007,Student,0,0,0
NAGALAND,2007,Unemployed,2,0,2
NAGALAND,2007,Self-employed (Business activity),0,0,0
NAGALAND,2007,Professional Activity,0,0,0
NAGALAND,2007,Farming/Agriculture Activity,0,0,0
NAGALAND,2007,Others (Please Specify),4,1,5
NAGALAND,2007,Retired Person,0,0,0
NAGALAND,2007,Others (Please Specify),6,1,7
NAGALAND,2007,Total,17,7,24
NAGALAND,2007,Total Salaried,5,0,5
NAGALAND,2007,Total Self-employed,4,1,5
NAGALAND,2008,House Wife,0,4,4
NAGALAND,2008,Service (Government),4,1,5
NAGALAND,2008,Service (Private),0,0,0
NAGALAND,2008,Public Sector Undertaking,0,0,0
NAGALAND,2008,Student,0,3,3
NAGALAND,2008,Unemployed,0,0,0
NAGALAND,2008,Self-employed (Business activity),0,0,0
NAGALAND,2008,Professional Activity,0,0,0
NAGALAND,2008,Farming/Agriculture Activity,2,0,2
NAGALAND,2008,Others (Please Specify),10,0,10
NAGALAND,2008,Retired Person,0,0,0
NAGALAND,2008,Others (Please Specify),16,2,18
NAGALAND,2008,Total,32,10,42
NAGALAND,2008,Total Salaried,4,1,5
NAGALAND,2008,Total Self-employed,12,0,12
NAGALAND,2009,House Wife,0,2,2
NAGALAND,2009,Service (Government),5,0,5
NAGALAND,2009,Service (Private),0,0,0
NAGALAND,2009,Public Sector Undertaking,0,0,0
NAGALAND,2009,Student,2,0,2
NAGALAND,2009,Unemployed,0,0,0
NAGALAND,2009,Self-employed (Business activity),1,0,1
NAGALAND,2009,Professional Activity,0,0,0
NAGALAND,2009,Farming/Agriculture Activity,0,1,1
NAGALAND,2009,Others (Please Specify),12,2,14
NAGALAND,2009,Retired Person,0,0,0
NAGALAND,2009,Others (Please Specify),5,1,6
NAGALAND,2009,Total,25,6,31
NAGALAND,2009,Total Salaried,5,0,5
NAGALAND,2009,Total Self-employed,13,3,16
NAGALAND,2010,House Wife,0,1,1
NAGALAND,2010,Service (Government),2,0,2
NAGALAND,2010,Service (Private),0,0,0
NAGALAND,2010,Public Sector Undertaking,0,0,0
NAGALAND,2010,Student,2,0,2
NAGALAND,2010,Unemployed,4,0,4
NAGALAND,2010,Self-employed (Business activity),0,0,0
NAGALAND,2010,Professional Activity,3,0,3
NAGALAND,2010,Farming/Agriculture Activity,0,0,0
NAGALAND,2010,Others (Please Specify),0,0,0
NAGALAND,2010,Retired Person,0,0,0
NAGALAND,2010,Others (Please Specify),0,0,0
NAGALAND,2010,Total,11,1,12
NAGALAND,2010,Total Salaried,2,0,2
NAGALAND,2010,Total Self-employed,3,0,3
NAGALAND,2011,House Wife,0,4,4
NAGALAND,2011,Service (Government),7,0,7
NAGALAND,2011,Service (Private),0,0,0
NAGALAND,2011,Public Sector Undertaking,0,0,0
NAGALAND,2011,Student,0,2,2
NAGALAND,2011,Unemployed,1,0,1
NAGALAND,2011,Self-employed (Business activity),1,0,1
NAGALAND,2011,Professional Activity,9,0,9
NAGALAND,2011,Farming/Agriculture Activity,2,0,2
NAGALAND,2011,Others (Please Specify),5,2,7
NAGALAND,2011,Retired Person,0,0,0
NAGALAND,2011,Others (Please Specify),0,0,0
NAGALAND,2011,Total,25,8,33
NAGALAND,2011,Total Salaried,7,0,7
NAGALAND,2011,Total Self-employed,17,2,19
NAGALAND,2012,House Wife,0,3,3
NAGALAND,2012,Service (Government),6,0,6
NAGALAND,2012,Service (Private),0,0,0
NAGALAND,2012,Public Sector Undertaking,0,0,0
NAGALAND,2012,Student,2,2,4
NAGALAND,2012,Unemployed,1,0,1
NAGALAND,2012,Self-employed (Business activity),3,0,3
NAGALAND,2012,Professional Activity,3,0,3
NAGALAND,2012,Farming/Agriculture Activity,8,1,9
NAGALAND,2012,Others (Please Specify),1,0,1
NAGALAND,2012,Retired Person,0,0,0
NAGALAND,2012,Others (Please Specify),0,0,0
NAGALAND,2012,Total,24,6,30
NAGALAND,2012,Total Salaried,6,0,6
NAGALAND,2012,Total Self-employed,15,1,16
ODISHA,2001,House Wife,0,840,840
ODISHA,2001,Service (Government),56,20,76
ODISHA,2001,Service (Private),150,83,233
ODISHA,2001,Public Sector Undertaking,41,34,75
ODISHA,2001,Student,144,124,268
ODISHA,2001,Unemployed,220,101,321
ODISHA,2001,Self-employed (Business activity),295,104,399
ODISHA,2001,Professional Activity,31,6,37
ODISHA,2001,Farming/Agriculture Activity,207,49,256
ODISHA,2001,Others (Please Specify),542,416,958
ODISHA,2001,Retired Person,26,2,28
ODISHA,2001,Others (Please Specify),377,184,561
ODISHA,2001,Total,2089,1963,4052
ODISHA,2001,Total Salaried,247,137,384
ODISHA,2001,Total Self-employed,1075,575,1650
ODISHA,2002,House Wife,0,770,770
ODISHA,2002,Service (Government),47,51,98
ODISHA,2002,Service (Private),343,51,394
ODISHA,2002,Public Sector Undertaking,124,40,164
ODISHA,2002,Student,159,120,279
ODISHA,2002,Unemployed,352,159,511
ODISHA,2002,Self-employed (Business activity),173,11,184
ODISHA,2002,Professional Activity,56,4,60
ODISHA,2002,Farming/Agriculture Activity,309,36,345
ODISHA,2002,Others (Please Specify),718,372,1090
ODISHA,2002,Retired Person,14,6,20
ODISHA,2002,Others (Please Specify),336,137,473
ODISHA,2002,Total,2631,1757,4388
ODISHA,2002,Total Salaried,514,142,656
ODISHA,2002,Total Self-employed,1256,423,1679
ODISHA,2003,House Wife,0,647,647
ODISHA,2003,Service (Government),62,91,153
ODISHA,2003,Service (Private),377,84,461
ODISHA,2003,Public Sector Undertaking,106,14,120
ODISHA,2003,Student,147,112,259
ODISHA,2003,Unemployed,297,132,429
ODISHA,2003,Self-employed (Business activity),184,30,214
ODISHA,2003,Professional Activity,55,22,77
ODISHA,2003,Farming/Agriculture Activity,324,41,365
ODISHA,2003,Others (Please Specify),774,299,1073
ODISHA,2003,Retired Person,41,9,50
ODISHA,2003,Others (Please Specify),373,199,572
ODISHA,2003,Total,2740,1680,4420
ODISHA,2003,Total Salaried,545,189,734
ODISHA,2003,Total Self-employed,1337,392,1729
ODISHA,2004,House Wife,0,620,620
ODISHA,2004,Service (Government),35,6,41
ODISHA,2004,Service (Private),162,59,221
ODISHA,2004,Public Sector Undertaking,70,21,91
ODISHA,2004,Student,145,121,266
ODISHA,2004,Unemployed,247,104,351
ODISHA,2004,Self-employed (Business activity),251,20,271
ODISHA,2004,Professional Activity,61,11,72
ODISHA,2004,Farming/Agriculture Activity,299,80,379
ODISHA,2004,Others (Please Specify),891,450,1341
ODISHA,2004,Retired Person,30,7,37
ODISHA,2004,Others (Please Specify),353,172,525
ODISHA,2004,Total,2544,1671,4215
ODISHA,2004,Total Salaried,267,86,353
ODISHA,2004,Total Self-employed,1502,561,2063
ODISHA,2005,House Wife,0,587,587
ODISHA,2005,Service (Government),54,26,80
ODISHA,2005,Service (Private),88,88,176
ODISHA,2005,Public Sector Undertaking,89,23,112
ODISHA,2005,Student,149,113,262
ODISHA,2005,Unemployed,278,110,388
ODISHA,2005,Self-employed (Business activity),320,42,362
ODISHA,2005,Professional Activity,80,25,105
ODISHA,2005,Farming/Agriculture Activity,204,50,254
ODISHA,2005,Others (Please Specify),892,364,1256
ODISHA,2005,Retired Person,10,2,12
ODISHA,2005,Others (Please Specify),390,224,614
ODISHA,2005,Total,2554,1654,4208
ODISHA,2005,Total Salaried,231,137,368
ODISHA,2005,Total Self-employed,1496,481,1977
ODISHA,2006,House Wife,0,531,531
ODISHA,2006,Service (Government),18,5,23
ODISHA,2006,Service (Private),133,92,225
ODISHA,2006,Public Sector Undertaking,32,17,49
ODISHA,2006,Student,112,159,271
ODISHA,2006,Unemployed,307,100,407
ODISHA,2006,Self-employed (Business activity),258,34,292
ODISHA,2006,Professional Activity,83,17,100
ODISHA,2006,Farming/Agriculture Activity,241,42,283
ODISHA,2006,Others (Please Specify),752,435,1187
ODISHA,2006,Retired Person,18,1,19
ODISHA,2006,Others (Please Specify),419,259,678
ODISHA,2006,Total,2373,1692,4065
ODISHA,2006,Total Salaried,183,114,297
ODISHA,2006,Total Self-employed,1334,528,1862
ODISHA,2007,House Wife,0,614,614
ODISHA,2007,Service (Government),26,6,32
ODISHA,2007,Service (Private),214,89,303
ODISHA,2007,Public Sector Undertaking,112,28,140
ODISHA,2007,Student,135,99,234
ODISHA,2007,Unemployed,224,177,401
ODISHA,2007,Self-employed (Business activity),336,12,348
ODISHA,2007,Professional Activity,82,25,107
ODISHA,2007,Farming/Agriculture Activity,170,70,240
ODISHA,2007,Others (Please Specify),684,392,1076
ODISHA,2007,Retired Person,31,5,36
ODISHA,2007,Others (Please Specify),474,303,777
ODISHA,2007,Total,2488,1820,4308
ODISHA,2007,Total Salaried,352,123,475
ODISHA,2007,Total Self-employed,1272,499,1771
ODISHA,2008,House Wife,0,679,679
ODISHA,2008,Service (Government),9,13,22
ODISHA,2008,Service (Private),272,87,359
ODISHA,2008,Public Sector Undertaking,108,28,136
ODISHA,2008,Student,131,86,217
ODISHA,2008,Unemployed,450,110,560
ODISHA,2008,Self-employed (Business activity),275,13,288
ODISHA,2008,Professional Activity,131,18,149
ODISHA,2008,Farming/Agriculture Activity,245,15,260
ODISHA,2008,Others (Please Specify),981,360,1341
ODISHA,2008,Retired Person,36,7,43
ODISHA,2008,Others (Please Specify),517,333,850
ODISHA,2008,Total,3155,1749,4904
ODISHA,2008,Total Salaried,389,128,517
ODISHA,2008,Total Self-employed,1632,406,2038
ODISHA,2009,House Wife,0,627,627
ODISHA,2009,Service (Government),33,11,44
ODISHA,2009,Service (Private),238,101,339
ODISHA,2009,Public Sector Undertaking,119,56,175
ODISHA,2009,Student,161,132,293
ODISHA,2009,Unemployed,374,114,488
ODISHA,2009,Self-employed (Business activity),255,19,274
ODISHA,2009,Professional Activity,37,11,48
ODISHA,2009,Farming/Agriculture Activity,143,11,154
ODISHA,2009,Others (Please Specify),787,551,1338
ODISHA,2009,Retired Person,45,12,57
ODISHA,2009,Others (Please Specify),375,153,528
ODISHA,2009,Total,2567,1798,4365
ODISHA,2009,Total Salaried,390,168,558
ODISHA,2009,Total Self-employed,1222,592,1814
ODISHA,2010,House Wife,0,730,730
ODISHA,2010,Service (Government),11,4,15
ODISHA,2010,Service (Private),269,63,332
ODISHA,2010,Public Sector Undertaking,110,35,145
ODISHA,2010,Student,173,128,301
ODISHA,2010,Unemployed,294,90,384
ODISHA,2010,Self-employed (Business activity),244,19,263
ODISHA,2010,Professional Activity,74,9,83
ODISHA,2010,Farming/Agriculture Activity,145,17,162
ODISHA,2010,Others (Please Specify),762,502,1264
ODISHA,2010,Retired Person,24,3,27
ODISHA,2010,Others (Please Specify),324,225,549
ODISHA,2010,Total,2430,1825,4255
ODISHA,2010,Total Salaried,390,102,492
ODISHA,2010,Total Self-employed,1225,547,1772
ODISHA,2011,House Wife,0,829,829
ODISHA,2011,Service (Government),34,8,42
ODISHA,2011,Service (Private),334,95,429
ODISHA,2011,Public Sector Undertaking,143,33,176
ODISHA,2011,Student,208,160,368
ODISHA,2011,Unemployed,381,149,530
ODISHA,2011,Self-employed (Business activity),275,49,324
ODISHA,2011,Professional Activity,112,9,121
ODISHA,2011,Farming/Agriculture Activity,138,6,144
ODISHA,2011,Others (Please Specify),1054,542,1596
ODISHA,2011,Retired Person,35,10,45
ODISHA,2011,Others (Please Specify),346,291,637
ODISHA,2011,Total,3060,2181,5241
ODISHA,2011,Total Salaried,511,136,647
ODISHA,2011,Total Self-employed,1579,606,2185
ODISHA,2012,House Wife,0,870,870
ODISHA,2012,Service (Government),28,36,64
ODISHA,2012,Service (Private),346,141,487
ODISHA,2012,Public Sector Undertaking,89,38,127
ODISHA,2012,Student,233,190,423
ODISHA,2012,Unemployed,424,130,554
ODISHA,2012,Self-employed (Business activity),377,39,416
ODISHA,2012,Professional Activity,150,13,163
ODISHA,2012,Farming/Agriculture Activity,121,25,146
ODISHA,2012,Others (Please Specify),538,334,872
ODISHA,2012,Retired Person,45,15,60
ODISHA,2012,Others (Please Specify),545,300,845
ODISHA,2012,Total,2896,2131,5027
ODISHA,2012,Total Salaried,463,215,678
ODISHA,2012,Total Self-employed,1186,411,1597
PUNJAB,2001,House Wife,0,98,98
PUNJAB,2001,Service (Government),14,3,17
PUNJAB,2001,Service (Private),32,6,38
PUNJAB,2001,Public Sector Undertaking,8,3,11
PUNJAB,2001,Student,5,3,8
PUNJAB,2001,Unemployed,61,10,71
PUNJAB,2001,Self-employed (Business activity),16,1,17
PUNJAB,2001,Professional Activity,7,0,7
PUNJAB,2001,Farming/Agriculture Activity,42,3,45
PUNJAB,2001,Others (Please Specify),25,3,28
PUNJAB,2001,Retired Person,6,0,6
PUNJAB,2001,Others (Please Specify),180,122,302
PUNJAB,2001,Total,396,252,648
PUNJAB,2001,Total Salaried,54,12,66
PUNJAB,2001,Total Self-employed,90,7,97
PUNJAB,2002,House Wife,0,87,87
PUNJAB,2002,Service (Government),19,0,19
PUNJAB,2002,Service (Private),23,1,24
PUNJAB,2002,Public Sector Undertaking,11,0,11
PUNJAB,2002,Student,11,8,19
PUNJAB,2002,Unemployed,41,4,45
PUNJAB,2002,Self-employed (Business activity),40,2,42
PUNJAB,2002,Professional Activity,22,0,22
PUNJAB,2002,Farming/Agriculture Activity,40,0,40
PUNJAB,2002,Others (Please Specify),110,2,112
PUNJAB,2002,Retired Person,3,0,3
PUNJAB,2002,Others (Please Specify),77,6,83
PUNJAB,2002,Total,397,110,507
PUNJAB,2002,Total Salaried,53,1,54
PUNJAB,2002,Total Self-employed,212,4,216
PUNJAB,2003,House Wife,0,74,74
PUNJAB,2003,Service (Government),10,2,12
PUNJAB,2003,Service (Private),34,5,39
PUNJAB,2003,Public Sector Undertaking,2,0,2
PUNJAB,2003,Student,14,9,23
PUNJAB,2003,Unemployed,55,3,58
PUNJAB,2003,Self-employed (Business activity),46,1,47
PUNJAB,2003,Professional Activity,2,0,2
PUNJAB,2003,Farming/Agriculture Activity,25,1,26
PUNJAB,2003,Others (Please Specify),119,4,123
PUNJAB,2003,Retired Person,7,0,7
PUNJAB,2003,Others (Please Specify),192,26,218
PUNJAB,2003,Total,506,125,631
PUNJAB,2003,Total Salaried,46,7,53
PUNJAB,2003,Total Self-employed,192,6,198
PUNJAB,2004,House Wife,0,62,62
PUNJAB,2004,Service (Government),16,0,16
PUNJAB,2004,Service (Private),31,10,41
PUNJAB,2004,Public Sector Undertaking,18,3,21
PUNJAB,2004,Student,9,17,26
PUNJAB,2004,Unemployed,46,10,56
PUNJAB,2004,Self-employed (Business activity),28,0,28
PUNJAB,2004,Professional Activity,26,0,26
PUNJAB,2004,Farming/Agriculture Activity,73,1,74
PUNJAB,2004,Others (Please Specify),152,4,156
PUNJAB,2004,Retired Person,8,0,8
PUNJAB,2004,Others (Please Specify),109,22,131
PUNJAB,2004,Total,516,129,645
PUNJAB,2004,Total Salaried,65,13,78
PUNJAB,2004,Total Self-employed,279,5,284
PUNJAB,2005,House Wife,0,77,77
PUNJAB,2005,Service (Government),15,1,16
PUNJAB,2005,Service (Private),35,0,35
PUNJAB,2005,Public Sector Undertaking,2,0,2
PUNJAB,2005,Student,17,4,21
PUNJAB,2005,Unemployed,47,5,52
PUNJAB,2005,Self-employed (Business activity),58,5,63
PUNJAB,2005,Professional Activity,14,0,14
PUNJAB,2005,Farming/Agriculture Activity,47,0,47
PUNJAB,2005,Others (Please Specify),148,3,151
PUNJAB,2005,Retired Person,8,0,8
PUNJAB,2005,Others (Please Specify),91,11,102
PUNJAB,2005,Total,482,106,588
PUNJAB,2005,Total Salaried,52,1,53
PUNJAB,2005,Total Self-employed,267,8,275
PUNJAB,2006,House Wife,0,110,110
PUNJAB,2006,Service (Government),16,0,16
PUNJAB,2006,Service (Private),56,4,60
PUNJAB,2006,Public Sector Undertaking,5,1,6
PUNJAB,2006,Student,18,13,31
PUNJAB,2006,Unemployed,66,2,68
PUNJAB,2006,Self-employed (Business activity),23,0,23
PUNJAB,2006,Professional Activity,47,0,47
PUNJAB,2006,Farming/Agriculture Activity,85,0,85
PUNJAB,2006,Others (Please Specify),121,9,130
PUNJAB,2006,Retired Person,1,0,1
PUNJAB,2006,Others (Please Specify),172,23,195
PUNJAB,2006,Total,610,162,772
PUNJAB,2006,Total Salaried,77,5,82
PUNJAB,2006,Total Self-employed,276,9,285
PUNJAB,2007,House Wife,0,132,132
PUNJAB,2007,Service (Government),27,3,30
PUNJAB,2007,Service (Private),63,3,66
PUNJAB,2007,Public Sector Undertaking,0,0,0
PUNJAB,2007,Student,15,15,30
PUNJAB,2007,Unemployed,42,9,51
PUNJAB,2007,Self-employed (Business activity),42,0,42
PUNJAB,2007,Professional Activity,23,1,24
PUNJAB,2007,Farming/Agriculture Activity,86,2,88
PUNJAB,2007,Others (Please Specify),170,14,184
PUNJAB,2007,Retired Person,6,0,6
PUNJAB,2007,Others (Please Specify),158,36,194
PUNJAB,2007,Total,632,215,847
PUNJAB,2007,Total Salaried,90,6,96
PUNJAB,2007,Total Self-employed,321,17,338
PUNJAB,2008,House Wife,0,156,156
PUNJAB,2008,Service (Government),29,0,29
PUNJAB,2008,Service (Private),83,5,88
PUNJAB,2008,Public Sector Undertaking,2,0,2
PUNJAB,2008,Student,26,22,48
PUNJAB,2008,Unemployed,54,1,55
PUNJAB,2008,Self-employed (Business activity),105,0,105
PUNJAB,2008,Professional Activity,13,0,13
PUNJAB,2008,Farming/Agriculture Activity,66,0,66
PUNJAB,2008,Others (Please Specify),124,31,155
PUNJAB,2008,Retired Person,2,0,2
PUNJAB,2008,Others (Please Specify),139,11,150
PUNJAB,2008,Total,643,226,869
PUNJAB,2008,Total Salaried,114,5,119
PUNJAB,2008,Total Self-employed,308,31,339
PUNJAB,2009,House Wife,0,130,130
PUNJAB,2009,Service (Government),15,0,15
